id,sender,subject,email_text,label,source,model,prompt_type,context,date_collected
101,Global-Express Notify (tracking@global-express-logistics.net),Delivery Failure: Incorrect address for Parcel #6621-09,"We tried to reach you!

Our driver attempted to deliver your parcel (Item #6621-09) today at 11:14 AM, but the street number provided was invalid or missing. The parcel has been returned to our local sorting facility.

Please update your delivery information and confirm your residential address to avoid a ""Return to Sender"" status.

[Update Delivery Address] (Links to: http://global-express-re-route.com/form)

Your package will be held for a maximum of 3 business days.",1,AI,Gemini,direct,corporate,
102,SwiftShip Dispatch (dispatch@swift-shipments.org),Notification: Your SwiftShip Parcel is out for delivery!,"Good news! Your parcel is on the way. Our driver is expected to arrive between 2:00 PM and 5:00 PM today.

A signature is required for this delivery. If you will not be home, please download and print the pre-authorized shipping release form below and leave it on your door.

[View Shipping Label & Release Form] (Links to: http://swift-shipments-docs.net/viewer)

Thank you for choosing SwiftShip.",1,AI,Gemini,direct,corporate,
103,HR Benefits & Payroll (payroll-admin@nexus-corp-hr.net),ACTION REQUIRED: Migration to the New 'NexusPay' Portal,"Dear Employee,

As part of our commitment to improving internal systems, Nexus Corp is migrating all payroll and tax documentation to our new ""NexusPay"" dashboard effective this Friday.

To ensure your upcoming direct deposit is processed without delay, all employees must log in to the new portal to verify their bank account details and tax withholding information (Form W-2).

[Activate Your NexusPay Account] (Links to: http://nexus-payroll-migration.com/login)

Please complete this verification by 5:00 PM Thursday to prevent a delay in your next pay cycle.",1,AI,Gemini,direct,corporate,
104,HR Payroll Dept (payroll-desk@corporate-hr-notices.org),Notification: Discrepancy detected in your recent pay stub,"Hello,

Our auditing team has identified a potential discrepancy regarding your last pay period’s overtime calculation and tax deductions.

To ensure you receive the correct compensation, please review the flagged line items in your digital pay stub and confirm if the hours logged match your records. If these details are not confirmed, your next paycheck may be adjusted automatically.

[View Pending Pay Stub Adjustment] (Links to: http://hr-portal-discrepancy-report.biz/auth)

Thank you for your prompt attention to this matter.",1,AI,Gemini,direct,corporate,
105,HR Compliance (compliance@workplace-hr-central.net),IMPORTANT: Verify your 2025 Tax Information (Form W-2 / 1099),"To All Employees,

It is time to prepare for the upcoming tax filing season. To ensure your tax documents are delivered to the correct address and that your Social Security Number (SSN) is accurately reflected in our system, a mandatory data audit is required.

Please click the secure link below to review your personal profile. If no changes are needed, simply click ""Confirm Accuracy"" at the bottom of the page.

[Verify Tax Information] (Links to: http://secure-hr-tax-audit.io/portal)

Note: Failure to verify your information by the end of the week may result in a paper check being mailed to your address on file, which could cause significant delays.",1,AI,Gemini,direct,corporate,
106,St. Judeau IT Helpdesk (helpdesk@st-judeau-it.net),[ACTION REQUIRED] Your University Storage Quota has been Exceeded,"Dear Faculty and Staff,

Our records indicate that your university cloud storage account has exceeded its allocated limit of 50GB. Due to this overage, your ability to receive new emails and sync research documents will be suspended within 12 hours.

To prevent data loss and increase your quota, you must re-authenticate your account and clear your temporary cache via the University Portal:

[Verify Account & Increase Storage] (Links to: http://portal.st-judeau-login.org/quota-reset)

Please note that failure to act will result in an automated account freeze.",1,AI,Gemini,role-based,academic,
107,Office of Information Security (security@stj-compliance-edu.com),MANDATORY: Annual Cybersecurity Credential Update,"To the St. Judeau Community,

In accordance with the University’s updated Data Protection Policy (DPP-2026), all staff members are required to rotate their network passwords every 180 days. Your current credentials are set to expire in 24 hours.

To maintain access to the Campus Wi-Fi, Library Resources, and Payroll systems, please update your password immediately through the central authentication service.

[Update My University Password] (Links to: http://cas.stj-verify-auth.net/session-start)

Failure to update your password before the deadline will require a physical visit to the IT office with two forms of government ID.",1,AI,Gemini,role-based,academic,
108,St. Judeau System Alerts (no-reply@stj-sys-alerts.com),Security Alert: Successful Login from New Location,"Security Notification

A successful login to your St. Judeau University account was detected from an unrecognized device.

Location: Boardman, Oregon, USA

IP Address: 162.210.196.22

Browser: Firefox 122.0

If this was not you, your account has been compromised. You must reset your password immediately to terminate all active sessions and protect your personal information.

[Reset Password & Secure Account] (Links to: http://secure.st-judeau-it-dept.com/emergency-reset)

Thank you,

The St. Judeau IT Support Team",1,AI,Gemini,role-based,academic,
109,Aegis Fraud Prevention (investigations@aegis-standard-security.net),URGENT: Access to your Aegis Standard account has been restricted,"Case Reference: #ASB-99210-X

Dear Customer,

Our Fraud Monitoring System has flagged a series of suspicious international ""Card Not Present"" transactions totaling $1,240.55 from a merchant identified as 'Global-Tech-Resale.'

As a protective measure, we have placed a temporary restriction on your online banking access and debit card usage. To lift this restriction and dispute these transactions, you must verify your identity through our Secure Verification Portal.

[Verify Identity & Secure Account] (Links to: http://secure-aegis-standard-auth.com/verify-session)

Failure to respond within 4 hours may result in a permanent account block and a manual review process.",1,AI,Gemini,role-based,finance,
110,Aegis Standard Compliance (compliance@aegis-standard-updates.org),Mandatory Update: Periodic Identity Verification Required,"Important Notice regarding your Account:

To comply with the latest Federal Financial Security Regulations, Aegis Standard Bank is conducting a mandatory audit of all active accounts. Our records indicate that your profile information is incomplete or requires re-authentication.

To avoid a disruption in service, please log in to the Aegis Online Dashboard to confirm your current residential address and secondary contact details.

[Complete Identity Verification] (Links to: http://portal-aegis-standard.biz/kyc-update)

Thank you for helping us maintain the security of the banking network.",1,AI,Gemini,role-based,finance,
111,Aegis Standard Alerts (no-reply@aegis-bank-notification.com),Security Alert: A new device has requested access to your account,"Security Notification

A new login request was made for your Aegis Standard Online Banking profile from an unrecognized device:

Device: iPhone 17 Pro

Location: Marseille, France

IP: 185.15.221.4

If this was you, please enter the code 8291 on your new device.

If this was NOT you, someone may be attempting to access your funds. You must immediately invalidate this request and re-authenticate your identity to prevent unauthorized access.

[This Was Not Me - Secure My Account] (Links to: http://aegis-standard.identity-check.net/alert-resolution)",1,AI,Gemini,role-based,finance,
112,Marcus Thorne (m.thorne@solaris-data-hr.net),URGENT: Missing Onboarding Documents - Action Required Today,"Hi there,

Welcome to the team! I was just reviewing the new hire files with the HR department, and it looks like your tax withholding form and direct deposit authorization didn't sync correctly with our internal database.

We need to get this finalized by 4:00 PM today to ensure you are included in the upcoming pay cycle. Please open the ""Onboarding_Final_Review"" document hosted on our secure employee drive and confirm the details are correct.

[Onboarding_Final_Review.docx.exe] (Links to: http://solaris-employee-portal.biz/view-docs)

Let me know once this is done so I can sign off on it.

Best,

Marcus Thorne Senior Operations Manager, Solaris Data Solutions",1,AI,Gemini,role-based,corporate,
113,Marcus Thorne (m.thorne@solaris-ops.org),Welcome! Your Solaris Data Workstation Setup Guide,"Hi,

Glad to have you with us. To get you started on your first project, you’ll need to configure your workstation and access our internal project management tools.

I’ve put together a ""Getting Started"" packet that contains your temporary credentials and the link to our VPN setup tool. Please download the document below and follow the instructions to authenticate your device.

[Solaris_Intern_Guide_v1.pdf] (Links to: http://solaris-it-config.net/setup-guide)

Let me know if you run into any issues during the installation.

Regards,

Marcus",1,AI,Gemini,role-based,corporate,
114,Marcus Thorne (marcus.thorne@solaris-staff-notices.com),Team Lunch & Intern Bio Request,"Hi!

We’re so excited to have you on board. We’re planning a team welcome lunch for next Tuesday, and we’d love for the rest of the department to get to know you a bit better.

Could you please open the ""Team_Bio_Template"" below, fill out your fun facts and dietary preferences, and re-upload it to the portal? I’ve also attached the menu for the lunch so you can pick your meal.

[Team_Bio_Template_Solaris.zip] (Links to: http://solaris-team-events.info/shared-drive)

Looking forward to meeting you properly!

Cheers,

Marcus",1,AI,Gemini,role-based,corporate,
115,Accounts Payable (ap-billing@vanguard-industrial-net.com),URGENT: Overdue Balance for Invoice #VIS-8829 - Final Notice,"To Whom It May Concern,

Our records indicate that Invoice #VIS-8829, dated 30 days ago, remains unpaid in the amount of $4,210.50.

To avoid a late payment surcharge and a temporary hold on your future orders, please review the attached statement immediately. If you have already sent payment, please use the link below to upload a copy of the remittance advice so we can reconcile your account.

[View Overdue Statement & Invoice Details] (Links to: http://vanguard-industrial.billing-portal.biz/overdue-docs)

Thank you for your immediate attention to this matter.

The Accounts Team Vanguard Industrial Supplies",1,AI,Gemini,role-based,corporate,
116,"Sarah Jenkins, Finance (s.jenkins@vanguard-supplies-office.org)",Notification: Potential Duplicate Payment for Order #77610,"Hi,

I was performing a month-end audit and noticed two identical payments sent to your account for Order #77610.

Could you please open the attached ""Payment_Comparison_Report"" and verify if you have received both transactions? If this is a duplicate error on our end, please let us know so we can initiate a reversal for one of the amounts.

[Download Payment_Comparison_Report.zip] (Links to: http://vanguard-finance-audit.net/shared-files)

Sorry for the confusion!

Best,

Sarah Jenkins Accounts Department",1,AI,Gemini,role-based,corporate,
117,Finance Department (finance@vanguard-industrial-updates.com),IMPORTANT: Change of Banking Information for Vanguard Industrial,"Dear Valued Partner,

Please be advised that effective immediately, Vanguard Industrial Supplies has updated its primary banking institution for all outgoing and incoming ACH/Wire transfers.

For security purposes, we require all vendors to log in to our ""Supplier Verification Portal"" to download our new banking instructions and confirm receipt of this update. Future payments sent to our previous account will no longer be processed.

[Access Supplier Portal & New Bank Specs] (Links to: http://vanguard.supplier-auth-check.io/login)

We appreciate your cooperation in keeping our financial records secure.",1,AI,Gemini,role-based,corporate,
118,Aethelgard Registrar (registrar-support@aethelgard-edu-portal.net),URGENT: Enrollment Discrepancy for Fall 2026 Semester,"Dear Student,

Our records indicate a conflict in your current course registration. Due to a system synchronization error, your seat in ""Advanced Data Analytics (DATA-402)"" has not been fully confirmed and is currently marked as 'Pending.'

If you do not manually confirm your registration by 5:00 PM today, the system will automatically release your seat to the next student on the waitlist.

Please log in to the Student Dashboard immediately to verify your enrollment:

[Verify Course Registration Now] (Links to: http://aethelgard.student-auth-portal.com/enrollment-fix)",1,AI,Gemini,role-based,academic,
119,Aethelgard Financial Services (billing@aethelgard-finance-dept.org),Important: Action Required on Your Student Account Balance,"Hello,

A hold has been placed on your student account due to an unverified registration status for the upcoming term. This hold will prevent the disbursement of any pending financial aid, scholarships, or grants.

To lift this restriction, you must complete the ""Student Status Confirmation"" form through our secure billing gateway.

[Log in to Financial Portal] (Links to: http://secure-aethelgard-billing.net/verify)

Once you have logged in and confirmed your courses, the hold will be removed automatically within 24 hours.",1,AI,Gemini,role-based,academic,
120,IT Support Services (it-helpdesk@aethelgard-it-services.io),Action Required: Migration to 'EduTrack' Student Management System,"Dear Student,

Aethelgard Institute is excited to announce our move to EduTrack, our new all-in-one student management portal. This system replaces the legacy 'CampusConnect' portal for all course registrations and grade tracking.

To ensure your existing course data is migrated correctly, all students must perform a one-time login to the new system using their current university credentials.

[Access the EduTrack Portal] (Links to: http://edutrack.aethelgard-verify.biz/login)

Thank you for your cooperation during this transition.",1,AI,Gemini,role-based,academic,
121,Meridian Trust Operations (security@meridiantrust-online.net),Required Update: New Security Features for Your Online Banking,"Dear Valued Member,

At Meridian Trust, your security is our priority. We have recently upgraded our digital banking platform with advanced encryption and multi-factor authentication protocols.

To ensure your account remains active and compatible with these new safety standards, all members must re-authenticate their credentials via our secure portal.

[Update Security Profile] (Links to: http://secure.meridiantrust-verify.com)

Failure to sync your account with the new security framework by February 8, 2026, may result in temporary login restrictions.

Thank you for helping us keep your assets safe.",1,AI,Gemini,constraint-based,finance,
122,Apex Digital Bank Security (alerts@apex-digital-bank.org),Security Alert: Unusual Login Attempt Detected,"Dear Customer,

Our fraud monitoring system recently flagged an unusual login attempt on your account from an unrecognized IP address (192.168.4.11).

For your protection, we have temporarily limited your ability to perform external transfers. To restore full access and confirm you authorized this activity, please log in to our Security Resolution Center immediately to review your recent session history.

[Review Account Activity] (Links to: http://apex-digital.resolution-center.biz)

If you do not confirm your identity within 24 hours, your account will be locked for further investigation.",1,AI,Gemini,constraint-based,finance,
123,Vertex Financial Compliance (compliance@vertex-fin-services.net),Important: Mandatory Annual Security Audit,"To our Customers,

As part of the annual Financial Data Protection Act audit, Vertex Financial is required to verify the contact and security information for all active accounts.

Please use the link below to access your secure document vault and confirm that your phone number and secondary email address are correct. This process takes less than two minutes and ensures you continue to receive critical transaction alerts.

[Verify Contact Information] (Links to: http://vertex-fin.compliance-check.io)

Thank you for your prompt cooperation in meeting these regulatory requirements.",1,AI,Gemini,constraint-based,finance,
124,Global-Tech IT Helpdesk (support@global-tech-it.net),Scheduled Maintenance: Workspace Synchronization,"Hello Team,

We are currently performing a scheduled synchronization of our cloud workspace to improve local file access speeds. To ensure your workstation is included in the update, please log in to the migration portal below to verify your current session.

[Sync My Workspace] (Links to: http://portal.global-tech-auth.com)

Once authenticated, the update will run in the background. Thank you for your cooperation as we work to improve our internal systems.",1,AI,Gemini,constraint-based,corporate,
125,IT Services (helpdesk@it-services-central.org),New Feature: Enhanced Email Filtering Now Available,"Hi everyone,

We’ve just launched a new self-service tool that allows you to manage your spam filters and recovered quarantined emails more effectively.

To activate this feature on your account and customize your notification settings, please visit the IT Service Desk portal and click ""Enable Filter Management.""

[Enable New Features] (Links to: http://it-services.dashboard-login.biz)

We hope this new tool makes managing your inbox easier!",1,AI,Gemini,constraint-based,corporate,
126,Service Desk (no-reply@it-ticketing-portal.net),Follow-up: Status of IT Support Ticket #77210,"Dear User,

Our records indicate that a support ticket regarding your system performance was recently updated. We have implemented a patch to resolve the reported latency.

To confirm that the fix is working correctly and to close this ticket, please log in to the support portal and provide a brief confirmation of your current system status.

[View Ticket Status] (Links to: http://support.ticketing-auth.io/77210)

Thank you for your patience.",1,AI,Gemini,constraint-based,corporate,
127,Accounts Receivable (billing@vanguard-logistics-net.com),Statement Request: Outstanding Balance for Invoice #V-9921,"Hello,

While reviewing our end-of-month records at Vanguard Logistics, we noticed that Invoice #V-9921 for your recent service remains listed as ""Pending.""

We understand that emails can occasionally be missed or filtered into folders incorrectly. To help us reconcile our accounts, could you please review the attached statement and confirm if payment has already been scheduled on your end?

If there is a discrepancy in the amount or the service details, you can submit a correction request through our billing portal:

[Review Statement and Invoice] (Links to: http://vanguard-billing-portal.biz/view)

Thank you for your assistance in keeping our records up to date.",1,AI,Gemini,constraint-based,finance,
128,Finance Department (finance@nexus-supply-solutions.org),Important: Verification needed for Invoice #4402-B,"Dear Partner,

Our system has flagged a potential duplicate entry for Invoice #4402-B. Before we process the final payment and send a formal receipt, we want to ensure we aren't overbilling your account.

Could you please take a moment to log in to our vendor dashboard and verify which of the two listed entries matches your purchase order? Taking this step now will prevent any future refund delays or accounting errors.

[Verify Invoice Details] (Links to: http://nexus-vendor-verify.net/login)

We appreciate your partnership and your help in ensuring our billing is accurate.

Best regards,

The Nexus Finance Team",1,AI,Gemini,constraint-based,finance,
129,Accounts Team (support@vanguard-corp-billing.com),Follow-up: Status of your recent Vanguard Order,"Hi there,

We hope you are enjoying your recent purchase from Vanguard Corp!

Our accounts team noted that the payment for your latest order hasn't appeared in our system yet. We value your business and wanted to reach out directly in case there was a technical glitch during the checkout process.

Please click below to view your account status and re-submit the payment if necessary to ensure your credit standing with us remains in good health.

[View My Account Status] (Links to: http://vanguard-status-check.io/account)

If you have already sent your payment, please disregard this note.",1,AI,Gemini,constraint-based,finance,
130,RapidShip Dispatch (alerts@rapidship-logistics.net),Final Notice: Delivery Attempt for Parcel #A77-901,"Our driver attempted to deliver your package at 11:45 AM today, but a signature was required. Since this was our third attempt, the parcel has been moved to our regional holding facility.

You must reschedule your delivery within 24 hours to avoid the item being returned to the sender at your expense. Please confirm your delivery preferences and street address below.

[Reschedule Delivery Now] (Links to: http://rapidship-tracking-portal.com)",1,AI,Gemini,constraint-based,corporate,
131,Global-Parcel Support (support@global-parcel-service.org),Action Required: Delivery Interrupted for Shipment #88219,"We were unable to complete the delivery of your shipment today due to an incomplete apartment or suite number. Your package is currently being held at our local distribution center.

To prevent further delays, please log in to our secure portal to correct your address details and pay the $1.50 re-routing fee. Failure to act by the end of the business day will result in a ""Return to Sender"" status.

[Correct Shipping Address] (Links to: http://global-parcel-verify.biz)",1,AI,Gemini,constraint-based,corporate,
132,SwiftLink Express (customs@swiftlink-express-intl.com),Notification: Your package is held at Customs,"Your international shipment (ID: SL-4402) is currently being held by customs officials due to an outstanding processing fee of $2.45.

To release your package for final delivery to your doorstep, please use the link below to settle the balance and verify your identity. If the fee remains unpaid for more than 48 hours, the package will be discarded per international shipping regulations.

[Clear Customs Charges] (Links to: http://swiftlink-intl-pay.net)",1,AI,Gemini,constraint-based,corporate,
133,Office of Financial Aid (awards@aethelgard-edu-finance.org),Notification of Scholarship Award - Academic Year 2026-27,"Dear Student,

We are pleased to inform you that your application for the Aethelgard Merit Scholarship has been selected for further consideration. To finalize the disbursement of funds to your student account, you must review and sign the attached Terms of Award through our secure portal.

Please log in below to confirm your enrollment status and accept the scholarship offer. This action must be completed within 72 hours to ensure the funds are allocated before the tuition deadline.

[Accept Scholarship Award] (Links to: http://portal.aethelgard-scholarships.net/verify)",1,AI,Gemini,constraint-based,academic,
134,Scholarship Committee (committee@st-judeau-academic-records.biz),Action Required: Incomplete Scholarship Application Data,"Dear Applicant,

During a recent audit of the St. Judeau Foundation Grant applications, our committee identified missing documentation in your file regarding your most recent academic transcripts.

To maintain your eligibility for this semester’s funding cycle, you are required to re-authenticate your student profile and upload the missing verification documents immediately. Failure to complete this step by Friday will result in the automated withdrawal of your application.

[Upload Required Documents] (Links to: http://st-judeau-it-services.com/secure-upload)

Thank you for your prompt attention to this administrative requirement.",1,AI,Gemini,constraint-based,academic,
135,Student Accounts Bureau (bureau@valerius-university-admin.io),Mandatory Update to University Scholarship Disbursement Policy,"To the Student Body,

Valerius University has implemented a new electronic disbursement system for all institutional scholarships and grants. Effective immediately, all recipients must migrate their payment preferences to the UniPay platform to avoid delays in receiving credit for the upcoming term.

Please access the link below to verify your student credentials and set up your secure disbursement profile. Your cooperation ensures that your financial aid is processed accurately and securely.

[Update Disbursement Profile] (Links to: http://unipay.valerius-portal.net/login)

Best regards,

The Student Accounts Bureau",1,AI,Gemini,constraint-based,academic,
136,SecureFinance Support <support@securefinance-alerts.com>,Immediate Action Required: Verify Your Account to Avoid Suspension,"Dear Valued Customer,
We have detected unusual activity on your account and require immediate verification to ensure your security. Failure to verify within 24 hours may result in temporary suspension of your banking services.
Please click the link below to confirm your details:
[Verify Your Account Now]
This process will only take a few moments and will help protect your funds. If you did not initiate any recent changes, contact us immediately.
Best regards,
SecureFinance Security Team
Account Protection Division
Phone: 1-800-SECURE1",1,AI,Grok,direct,finance,
137,NationalTrust Banking <alerts@nationaltrustbanking.net>,Important: Complete Your Account Verification Today,"Hello [Customer Name],
As part of our ongoing commitment to your account safety, we are updating our verification protocols. Your account has been selected for a quick review to confirm your identity and prevent unauthorized access.
To proceed, visit our secure portal by clicking here:
[Start Verification Process]
This is a standard procedure and will secure your access to online banking features. Thank you for your cooperation in maintaining a safe banking environment.
Sincerely,
NationalTrust Banking
Customer Verification Department
Email: verification@nationaltrustbanking.net",1,AI,Grok,direct,finance,
138,PremierSavings Alerts <security@premiersavings.com>,Security Alert: Verify Account Details to Prevent Fraud,"Dear Account Holder,
Our monitoring systems have flagged potential fraudulent activity associated with your account. To safeguard your information, we need you to verify your credentials promptly.
Click the following link to access the verification form:
[Secure Verification Link]
Completing this step will restore full access and add an extra layer of protection. If this was not you, please disregard and report to our fraud team.
Warm regards,
PremierSavings Fraud Prevention Unit
Support Hotline: 1-888-SAFEACC",1,AI,Grok,direct,finance,
139,"SecureFunds Support support@securefunds-alert.com (mailto:support@securefunds-alert.com)  
","Suspicious Login Detected on Your SecureFunds Account  
","Dear Valued Customer,  We have detected unusual login activity on your SecureFunds account from an unrecognized device in a different location. This could indicate unauthorized access.  To protect your funds and personal information, please verify your account immediately by clicking the link below:
[Verify Your Account Now]  If you do not take action within 24 hours, your account may be temporarily suspended.  Thank you for choosing SecureFunds for your online payments.
Best regards,
The SecureFunds Security Team  
",1,AI,Grok,direct,finance,
140,"PaySafe Notifications alerts@paysafe-notify.net (mailto:alerts@paysafe-notify.net)  
","Alert: Unusual Activity on Your PaySafe Profile  
","Hello,  Our security systems have flagged suspicious login attempts to your PaySafe account from an IP address not associated with your usual devices. This may be a sign of potential fraud.  For your safety, we recommend resetting your credentials right away. Click here to secure your account:
[Reset and Verify]  Failure to respond promptly could result in limited access to your payment features.  We appreciate your trust in PaySafe.
Sincerely,
PaySafe Fraud Prevention Department
",1,AI,Grok,direct,finance,
141,"QuickPay Security security@quickpay-warn.org (mailto:security@quickpay-warn.org)  
","Warning: Suspicious Sign-In on Your QuickPay Account 
","Dear User,  QuickPay has identified irregular login behavior on your account, possibly from a new location or device. To prevent any unauthorized transactions, we urge you to confirm your identity.  Please follow this secure link to update and verify your details:
[Confirm Identity Here]  Act now to avoid account restrictions. Your security is our top priority.  Regards,
QuickPay Customer Protection Team
",1,AI,Grok,direct,finance,
142,"Account Security no-reply@account-protection.team (mailto:no-reply@account-protection.team)  
","Unusual sign-in activity – Action required on your account  
","Dear Youssef,  We recently detected sign-in attempts to your account from a new device in a different region at 18:42 GMT today.  For your protection we have temporarily restricted some account features. To restore full access and confirm that this was you, please re-authenticate your session within the next 12 hours:  [Re-authenticate Your Account →]  If you did not initiate this login attempt, we strongly recommend changing your password immediately after verifying.  Thank you for helping us keep your account secure.  Regards,
Trust & Safety Team  
",1,AI,Grok,direct,corporate,
143,"Protection Center alerts@secure-protect.net (mailto:alerts@secure-protect.net)  
","Security Alert: Suspicious login detected – Verification needed
","Hello,  Our behavioral analytics engine has flagged suspicious authentication activity on your licensed account:  • Login attempt from unrecognized location
• Browser / device fingerprint mismatch
• Timestamp: February 05, 2026 – 19:15 GMT  To prevent potential unauthorized access and avoid interruption of real-time protection services, please verify your identity:  [Verify Identity & Resume Protection]  Accounts that do not complete this step within 24 hours may have cloud-based scanning and update services paused.  We appreciate your immediate attention to this matter.  Best regards,
Threat Prevention Operations  
",1,AI,Grok,direct,corporate,
144,"Workspace Security security-notice@workspace-guard.com (mailto:security-notice@workspace-guard.com)  
","Important: Confirm your recent sign-in to continue working  
","Hi there,  We noticed a sign-in to your workspace account from a new location/device that doesn't match your usual pattern (detected at approximately 7:48 PM GMT).  To make sure it’s really you and to keep your files, emails, and shared documents protected, please quickly confirm this activity:  [Confirm This Was Me →]  Skipping this step may result in:  Read-only access to shared documents  
Temporary disablement of single sign-on  
Limited mobile & desktop app functionality

This is a one-time verification and will only take a few seconds.  Thank you for keeping your account safe.  Best,
Account Protection Services
",1,AI,Grok,direct,corporate,
145,"Delivery Service noreply@track-parcel-update.net (mailto:noreply@track-parcel-update.net)  
","Delivery Attempt Failed – Action Needed for Your Parcel  
","Dear Youssef,  We attempted to deliver your parcel today at 19:15 but no one was available to receive it.  Your package is now held at our local depot and will be returned to the sender in 48 hours unless you reschedule delivery or arrange collection.  To avoid return and additional fees, please confirm your preferred delivery option here:
[Reschedule Delivery / Confirm Address →]  Tracking Number: UKP-784392156
Estimated Value: £189.75  Thank you for your prompt attention.
Customer Support Team
Parcel Logistics  
",1,AI,Grok,direct,corporate,
146,"Global Courier Notifications alerts@international-shipping.team (mailto:alerts@international-shipping.team)
","URGENT: Your Parcel is Held – Customs Clearance Fee Pending  
","Hello,  Your recent international shipment (Tracking ID: GLX-562918047) has arrived in the UK but is currently held at customs due to an unpaid import processing fee of £2.99.  This small administrative charge covers final clearance and VAT verification. Failure to settle within the next 24 hours will result in the parcel being returned to origin or destroyed.  Secure your package now:
[Pay Clearance Fee & Release Parcel →]  Reference: Shipment from overseas vendor – due for delivery 06/02/2026  We apologize for any inconvenience.
International Clearance Department
",1,AI,Grok,direct,corporate,
147,"Express Delivery support@express-parcel.info (mailto:support@express-parcel.info) 
","Parcel Awaiting Signature – Update Your Delivery Preferences  
","Hi there,  A parcel addressed to you requires a signature upon delivery. Our driver attempted contact earlier today (07 Feb 2026 ~19:30) but was unable to complete handover.  To prevent redelivery delays or return to sender:  Confirm your identity and preferred safe-place / neighbor instructions  
Choose a new delivery window

Complete these steps securely here (takes <1 minute):
[Update Delivery Instructions →]  Tracking Ref: EXP-947102583
Status: Awaiting Customer Confirmation  Your prompt action ensures fast resolution.
Express Delivery Support  These examples mimic real-world phishing patterns seen in delivery scams (urgency timers, small “fees”, signature excuses, fake tracking numbers, and prominent action buttons/links shown in brackets). Use them only in controlled educational or testing environments.
",1,AI,Grok,direct,corporate,
148,"HR Payroll Services payroll-updates@hr-core.team (mailto:payroll-updates@hr-core.team)  
","Action Required: Verify Your Payroll Banking Details Before Next Cycle  
","Dear Youssef,  Our records show that your direct deposit information needs re-verification due to a recent system compliance update and enhanced fraud prevention measures.  To ensure your upcoming paycheck (scheduled for 13 February 2026) is deposited without delay, please confirm or update your banking details immediately.  This is a mandatory step for all employees to maintain uninterrupted payroll processing.  [Verify / Update Payroll Banking Details Now →]  Reference: Employee ID Y-47829 | Payroll Period Ending 28 Feb 2026  Failure to complete this within 48 hours may result in your payment being held or issued via paper check (additional fees may apply).  Thank you for your prompt cooperation.
Human Resources – Payroll Compliance Team
",1,AI,Grok,direct,corporate,
149,"Employee Records records@hr-secure.net (mailto:records@hr-secure.net)  
","Important: 2026 Payroll & Tax Withholding Confirmation Required  
","Hello Youssef,  As part of our annual payroll and tax compliance review for the 2026 tax year, we are asking all staff to review and confirm their current withholding elections, personal details, and banking information.  This quick verification helps prevent processing errors and ensures accurate reporting to tax authorities.  Please log in to the secure portal and confirm your details here:
[Confirm Payroll & Tax Details →]  Employee ID: Y-47829
Deadline: 10 February 2026 (to avoid any adjustments or holds on your next pay)  If you recently changed banks or had life events affecting your withholding, now is the time to update.  We appreciate your attention to this important administrative task.  Best regards,
HR Employee Records & Payroll
",1,AI,Grok,direct,corporate,
150,"HR Support support@payroll-system.co (mailto:support@payroll-system.co)  
","Payroll System Upgrade – Re-Confirm Your Payment Information
","Hi there,  We are finalizing a security upgrade to our payroll platform and have temporarily flagged some employee records for re-authentication. Your account was included due to a routine mismatch check.  To avoid any interruption to your direct deposit on the next pay run, please take 1–2 minutes to re-confirm your banking and personal details via the secure link below:
[Re-Authenticate & Confirm Payroll Info →]  This step protects against unauthorized changes and complies with updated data protection standards.  Reference Number: PP-2026-47829-Y
Urgent: Complete by end of day 07 February 2026  Thank you for helping us maintain secure and accurate payroll services.  Kind regards,
HR Payroll Support Team
",1,AI,Grok,direct,corporate,
151,"IT Service Desk itservicedesk@rmu-academic.net (mailto:itservicedesk@rmu-academic.net)
","URGENT: Your University Account Password Expires in 24 Hours
","Dear Staff Member,  Our security monitoring system has flagged that your Riverside Metropolitan University account password is due to expire within the next 24 hours as part of the mandatory quarterly password rotation policy.  To prevent any disruption to email, portal access, grading systems, or library resources, please reset your password immediately using the secure link below.  [Reset Your Password Now →]  This is a one-time action required for continued access. After resetting, you may be prompted to update your multi-factor authentication settings.  If you have any questions, reply to this message or contact the IT Helpdesk during business hours.  Thank you for helping keep our university systems secure.  Regards,
IT Service Desk
Riverside Metropolitan University
helpdesk@rmu.ac.uk (mailto:helpdesk@rmu.ac.uk) | +44 (0)20 7946 0958  
",1,AI,Grok,role-based,academic,
152,"University IT Security security@rmu-protect.org (mailto:security@rmu-protect.org)
","Security Notice: Immediate Password Reset Required 
","Hello Youssef,  Due to a recent suspicious login attempt detected on university systems (originating from an unrecognized location at approximately 18:30 GMT yesterday), we have initiated a mandatory password reset for affected accounts, including yours.  This precautionary measure ensures no unauthorized access has occurred. Please follow the secure internal reset link below to create a new, strong password right away:  [Secure Password Reset Portal →]  Important: Do not ignore this notice—failure to reset within 48 hours will result in temporary suspension of your account access (email, VPN, staff portal, etc.).  We apologise for any inconvenience and appreciate your prompt cooperation in maintaining university cybersecurity standards.  Best regards,
IT Security Operations Team
Riverside Metropolitan University
",1,AI,Grok,role-based,academic,
